"user_message","tool_calls"
"I'd like to avoid busy roads on the route, could you suggest some alternatives?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Is there a way to take a quieter route, preferably avoiding the main roads?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Puedes sugerirme un itinerario que evite las carreteras principales, ¿verdad?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"¿Hay una ruta alternativa que me permita evitar las carreteras con mucho tráfico?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Me gustaría evitar las carreteras principales, ¿puedes mostrarme una ruta más tranquila?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"I'd love it if you could suggest a route that takes me around the main roads, please.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"Could you help me find a cycling route that avoids the busy highways and takes me on a more peaceful path?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""avoid_main_roads""}}]"
"What are the alternative routes that are shorter for this ride?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Can you show me a route that's shorter than the one I currently have?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I'd like to see some alternative routes that are more time-efficient, can you provide those?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Are there any alternative routes that would allow me to complete this ride in less time?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I'm looking for a route that's a bit more condensed, can you suggest some alternatives?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Can you give me a list of routes that are optimized for shorter duration?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Find a shorter route","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Show me the shorter route","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I'm looking for a route that will save me some energy","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Can you suggest a more efficient route to my destination","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"¿Puedes sugerirme una ruta más corta para esta últimas 20km?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Necesito encontrar una ruta más eficiente, ¿puedes mostrarme las alternativas más cortas?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"¿Hay alguna ruta más corta que pueda seguir para llegar hasta el final de la etapa?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"Hey, can you suggest a shorter route for me?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"I'd love to have some alternative route options that are a bit shorter, please.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""shorter""}}]"
"What are the scenic route options for this ride?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Can you show me the scenic route alternatives?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"I'd like to see some scenic routes for this trip.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Are there any scenic routes I can take?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"What are my scenic route choices looking like?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Can you give me some scenic route options?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Show me scenic routes","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Find me a scenic route","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"I'm looking for a more enjoyable ride, can you suggest a route with more scenic views?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"I'd love to see some alternative routes that let me take in the local scenery.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Quiero que me muestres una ruta alternativa que sea más pintoresca por favor.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Me gustaría encontrar una ruta alternativa que sea más bonita y ofrece mejores vistas.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"¿Podrías mostrarme una ruta alternativa que sea más escénica y me permita disfrutar del paisaje?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"Can you please suggest a route that's more scenic for my ride today?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"I'd love it if you could find me a route that's a bit more picturesque and enjoyable to ride, if possible.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""scenic""}}]"
"What are the flatter route options available for this trip?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Can I get a route with less elevation gain?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"How can I make the route more bike-friendly?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Are there any alternative routes that are easier on the legs?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Can you suggest a route with flatter terrain?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"How do I get a route that's more suitable for a leisurely ride?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Route alternatives, please, with less elevation","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Can you show me a route that's a bit more, well, flat?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Do you have any alternative routes that would be easier on my bike?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"¿Podrías mostrarme una ruta alternativa más plana para llegar a mi destino?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Necesitaría una ruta alternativa con menos subidas para ir al parque. ¿Puedes ayudarme con eso?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Me gustaría encontrar una ruta diferente que sea más suave, ¿podrías sugerirme una opción?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"Can you suggest a route that's less hilly for the next part of the ride?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"I'd love to find a flatter route for the next section, do you have any recommendations?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""flatter""}}]"
"What are some alternative routes to my current location that would provide more shelter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Can you find me a route with less exposure to the elements?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Are there any routes that would give me more protection from the wind?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"I'm looking for a route that's a bit more sheltered, can you suggest some alternatives?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"How can I avoid the open road and find a route with more shelter?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Can you give me some route options that would provide better cover from the weather?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Find me a sheltered route","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Route with shelter please","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"I'm getting a bit nervous about the forecast, can you show me some alternative routes that are a bit more protected from the wind?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"What's the best way to avoid the worst of the sun and find some shade on my ride, I'd love to see some alternative route options","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"¿Puedes mostrarme algunas rutas alternativas para que la ruta sea más protegida de los elementos?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Quiero saber si hay alguna otra ruta que me permita evitar la lluvia o el sol directo durante el viaje.","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"¿Me puedes recomendar algunas opciones de ruta que tengan sombras o sean más frescas?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Could you please suggest a route that's sheltered from the wind?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"I'd love to have a route that's more sheltered from the elements, would you be able to provide an alternative?","[{""name"": ""get_route_alternatives"", ""args"": {""query"": ""sheltered""}}]"
"Can you give me an overview of my physical abilities?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"What is my current fitness level?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"How fit am I according to my rider profile?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Can you show me my fitness information?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"What does my rider profile say about my physical abilities?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Can you display my fitness data?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Check fitness level","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Fitness check","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"How's my current fitness level for cycling?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"What's the best way to optimize my cycling performance?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"¿Cuál es el estado actual de mi condición física para ciclismo?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Quiero saber más sobre mis habilidades como ciclista y cómo puedo mejorar","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"¿Cómo puedo personalizar mi experiencia de entrenamiento según mi nivel de forma física?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Can you please give me a rundown of my current fitness levels?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"What's my current fitness profile looking like?","[{""name"": ""get_rider_profile"", ""args"": {""query"": ""fitness""}}]"
"Give me my profile metrics","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Check my profile","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Can I see the profile?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Monitor profile","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Is profile okay?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Show me profile info","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Current profile","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"profile report","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Performance check","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"¿Cómo voy?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Dime mi estado","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Resumen de ruta","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"I'd like to know what's happening with my profile.","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"I was wondering how my current profile is looking right now.","[{""name"": ""get_ride_status"", ""args"": {""query"": ""all""}}]"
"Report speed","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Check my speed","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"I need to know my speed","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Current speed data","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Metrics for speed","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Is speed okay?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"speed report","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Hey speed","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Checking velocity","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Speedometer","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"¿Qué tan rápido?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"¿A qué velocidad voy?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Ritmo actual","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Can you tell me about the speed?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Could you please check the speed for me?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""speed""}}]"
"Can I see the distance?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"How is my distance looking?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"I need to know my distance","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Display distance","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Give me a distance update","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"What is the distance status?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Current distance","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Hey distance","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"How far?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Total mileage","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"¿Falta mucho?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Kilómetros totales","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Distancia recorrida","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Hey copilot, could you give me a quick update on my distance?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Let me see the distance stats please.","[{""name"": ""get_ride_status"", ""args"": {""query"": ""distance""}}]"
"Is battery okay?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Give me my battery metrics","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Display battery","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"What is the battery status?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Can I see the battery?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"How is my battery looking?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Read battery","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"battery check","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Battery life?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Power remaining?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"¿Batería?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Carga restante","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Nivel de batería","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Is there any info on the battery?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Hey copilot, could you give me a quick update on my battery?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""battery""}}]"
"Status of elevation please","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Give me my elevation metrics","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Display elevation","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"How is my elevation looking?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Monitor elevation","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Metrics for elevation","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"elevation check","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"elevation status","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Current altitude","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Elevation gain?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Altitud actual","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"¿A qué elevación estamos?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Cota actual","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"I was wondering how my current elevation is looking right now.","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Is there any info on the elevation?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""elevation""}}]"
"Give me a time update","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Status of time please","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Monitor time","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Report time","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"I need to know my time","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"How is my time looking?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"time report","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Quick time","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Riding time","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Clock check","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Tiempo transcurrido","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"¿Cuánto tiempo?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Duración actual","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Can you tell me about the time?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Could you please check the time for me?","[{""name"": ""get_ride_status"", ""args"": {""query"": ""time""}}]"
"Show me 5 kilometers info","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"I need to know my 5 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Metrics for 5 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Give me my 5 kilometers metrics","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Any info on 5 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Status of 5 kilometers please","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Hey 5 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Update 5 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Next few miles?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Road ahead (5k)","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Terreno adelante 5km","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"¿Qué hay en los próximos 5km?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Vista 5km","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Can you tell me about the 5 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Is there any info on the 5 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""5km""}}]"
"Display next part","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Current next part data","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Status of next part please","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Show me next part info","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Can I see the next part?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Any info on next part?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Current next part","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"next part today","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Climbs coming?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Is it hard?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"¿Es difícil lo que viene?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Perfil de elevación","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Próximo repecho","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"I was wondering how my current next part is looking right now.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"I'd like to know what's happening with my next part.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Display next part.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Is next part okay?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Can I see the next part?.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Any info on next part?.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Tell me about next part","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Check my next part","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Current next part.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"next part report","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Terrain difficulty","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Is it steep?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"¿Viene alguna subida?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"¿Es difícil lo que viene?.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Perfil de elevación.","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Could you please check the next part for me?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"I'd like to know what's happening with my next part..","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""next_section""}}]"
"Check my 10 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Can I see the 10 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Give me a 10 kilometers update","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Report 10 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"What is the 10 kilometers status?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Metrics for 10 kilometers","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"10 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"10 kilometers report","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"10k outlook","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Terrain preview","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"¿Cómo son los próximos 10km?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Siguiente 10k","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Vista previa 10km","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Hey copilot, could you give me a quick update on my 10 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Is there any info on the 10 kilometers?","[{""name"": ""get_segment_ahead"", ""args"": {""query"": ""10km""}}]"
"Metrics for up ahead","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Any info on up ahead?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Check my up ahead","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"What is the up ahead status?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Give me a up ahead update","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Display up ahead","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"up ahead?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Quick up ahead","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Gonna rain?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Clouds coming?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"¿Va a llover?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Lluvia adelante","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Predicción del tiempo","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"I was wondering how my current up ahead is looking right now.","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Can you tell me about the up ahead?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""ahead""}}]"
"Monitor wind","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"How is my wind looking?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Report wind","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Metrics for wind","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Status of wind please","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Can I see the wind?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"wind status","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"wind?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Wind direction?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Gale update","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Viento actual","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Dirección del aire","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"¿Mucho viento?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Is there any info on the wind?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"I'd like to know what's happening with my wind.","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""wind""}}]"
"Current now data","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Is now okay?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Report now","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"What is the now status?","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Give me my now metrics","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Tell me about now","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"Current now","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
"now check","[{""name"": ""get_weather_forecast"", ""args"": {""query"": ""current""}}]"
